SAC:SIC:ALT_GEO_FT:POS_LAT_DEG:POS_LONG_DEG:ALT_BARO_FT:TOD:REC_TIME_POSIX:REC_TIME_MS:EMITTER_CATEGORY:DIFFERENTIAL_CORRECTION:GROUND_BIT:SIMULATED_TARGET:TEST_TARGET:FROM_FFT:SELECTED_ALT_CAPABILITY:SPI:LINK_TECHNOLOGY_CDTI:LINK_TECHNOLOGY_MDS:LINK_TECHNOLOGY_UAT:LINK_TECHNOLOGY_VDL:LINK_TECHNOLOGY_OTHER:DESCRIPTOR_ATP:alt_reporting_capability_ft:TARGET_ADDR:CAT:LINE_ID:DS_ID:report_type:TOD_CALCULATED:CALLSIGN:GROUNDSPEED_KT:TRACK_ANGLE_DEG:REC_NUM
8:200:166:48,59480811428559:2,3272055974538897:166:6370304:1665582568:0:13:N:N:N:N:N:N:N:N:N:N:N:Y:1:0:623615:21:1:18:3:N:11VKH180:5,75032:147,74:76
8:200:167:48,59532950587976:2,3266326396581047:167:6371072:1665582574:0:13:N:N:N:N:N:N:N:N:N:N:N:Y:1:0:623615:21:1:18:3:N:11VKH180:5,33915:107,84:77
8:200:166:48,59188602952709:2,3263461607602114:166:6377728:1665582626:0:13:N:N:N:N:N:N:N:N:N:N:N:Y:1:0:623615:21:1:18:3:N:11VKH180:5,10043:44,75999999999999:78
8:200:166:48,58863735882499:2,322255242098303:166:6392064:1665582738:0:13:N:N:N:N:N:N:N:N:N:N:N:Y:1:0:623615:21:1:18:3:N:11VKH180:5,58404:199,1:79
8:200:166:48,59150787738187:2,325956549459078:166:6396928:1665582776:0:13:N:N:N:N:N:N:N:N:N:N:N:Y:1:0:623615:21:1:18:3:N:11VKH180:5,52235:221,23:80
8:200:166:48,592888705669715:2,3271425720963537:166:6399232:1665582794:0:13:N:N:N:N:N:N:N:N:N:N:N:Y:1:0:623615:21:1:18:3:N:11VKH180:5,18109:192,47:81
8:200:166:48,59530085798997:2,3266727467038093:166:6402816:1665582822:0:13:N:N:N:N:N:N:N:N:N:N:N:Y:1:0:623615:21:1:18:3:N:11VKH180:5,29494:131,26:82
8:200:166:48,59519772558672:2,3255382902681543:166:6404352:1665582834:0:13:N:N:N:N:N:N:N:N:N:N:N:Y:1:0:623615:21:1:18:3:N:11VKH180:4,99427:9,319999999999993:83
8:200:95:48,65158250226999:2,371810361855793:95:6832640:1665586180:0:13:N:N:N:N:N:N:N:N:N:N:N:Y:1:0:623615:21:1:18:3:N:5FSCK5S0:3,22975:120,93:84
8:200:106:48,65156531353611:2,3737183113157587:106:6852352:1665586334:0:13:N:N:N:N:N:N:N:N:N:N:N:Y:1:0:623615:21:1:18:3:N:5FSCK5S0:1,3885:257,01:85
